test_score,skill_match_ratio,relevant_experience,project_match,preferred_domain,skills_text,projects_text,titles_text,label
76,0.75,0,1,cloud computing,serverless cloud security terraform scaling monitoring kubernetes docker cicd pipelines load balancing,infrastructure project,,suggest
77,0.7,0,0,digital marketing,social media content marketing marketing strategy analytics seo problem solving ads communication sem,teamwork project,,suggest
93,0.5555555555555556,0,1,augmented reality  virtual reality,c 3d animation interaction design unreal engine problem solving unity,virtual project,,suggest
78,1.0,3,1,augmented reality  virtual reality,c vr shader programming 3d animation ar interaction design 3d modeling unreal engine problem solving unity,virtual project,ar developer,partial
92,0.7692307692307693,0,1,data science,python numpy scikitlearn statistics pandas matplotlib feature engineering r sql etl,analysis project,,suggest
90,0.9166666666666666,3,0,cloud computing,serverless cloud security aws gcp terraform scaling monitoring kubernetes docker azure load balancing,problem solving project problem solving project,site reliability engineer cloud consultant cloud consultant,fit
69,1.0,0,1,product management,scrum market research roadmap stakeholder management requirements gathering prioritization analytics agile communication,problem solving project roadmap project,,suggest
83,0.7777777777777778,0,1,game development,c teamwork graphics programming game physics critical thinking unreal engine blender ai unity,game project teamwork project,,suggest
78,0.7692307692307693,1,1,artificial intelligence,scikitlearn tensorflow teamwork cv computer vision rnn critical thinking pytorch keras deep learning gan cnn,critical thinking project segmentation project,deep learning engineer,partial
69,0.5,3,0,database administration,backup data warehousing oracle nosql postgresql mongodb,critical thinking project critical thinking project,data architect,no_fit
90,0.8888888888888888,5,1,game development,c shader programming graphics programming unreal engine blender game design ai unity communication,npc project,graphics programmer level designer level designer,fit
94,0.5555555555555556,5,1,business analysis,uml process modeling documentation data analysis stakeholder management communication,process project requirement project,requirements engineer business analyst product analyst,fit
87,0.9090909090909092,1,1,networking,lanwlan vpn routing teamwork packet analysis cisco network monitoring problem solving dns tcpip switching firewall,network project,system administrator,partial
79,0.6428571428571429,3,1,web development,graphql html javascript nodejs critical thinking css bootstrap react vue sass,responsive project form project,fullstack engineer,partial
88,0.9,3,1,blockchain,truffle smart contracts remix ethereum cryptography defi dapps nfts solidity,critical thinking project token project,web3 engineer web3 engineer smart contract developer,fit
86,0.7777777777777778,0,1,augmented reality  virtual reality,c 3d animation shader programming ar interaction design 3d modeling unity,simulation project,,suggest
93,0.5384615384615384,5,1,uiux design,ux journey mapping user testing teamwork design sketch persona figma,interface project critical thinking project,uiux specialist uiux specialist,fit
86,0.5,2,1,mobile app development,xamarin kotlin push notification uiux mobile critical thinking flutter problem solving app store,android project,ios developer flutter developer,fit
75,0.9,1,1,blockchain,smart contracts truffle remix ethereum cryptography defi dapps web3 solidity,token project dapp project,blockchain developer,partial
62,0.9230769230769232,0,1,uiux design,user research ux journey mapping interaction design user testing adobe xd wireframe design persona figma visual design prototype,persona project prototype project,,no_fit
85,1.0,0,1,cybersecurity,siem incident response network security ethical hacking cryptography linux penetration testing forensics risk management vulnerability assessment security auditing firewall,vulnerability scan project,,suggest
74,0.6923076923076923,2,1,uiux design,user research ux user testing teamwork adobe xd wireframe sketch persona visual design prototype communication,journey map project,ui designer,partial
72,0.6923076923076923,5,1,data science,numpy scikitlearn data visualization matplotlib feature engineering critical thinking r sql deep learning etl,analysis project regression project,analytics consultant business intelligence analyst,partial
83,0.9166666666666666,4,1,database administration,backup data warehousing sql server teamwork database design query optimization mysql replication problem solving nosql postgresql performance tuning mongodb,backup project,db engineer dba specialist,fit
71,0.5833333333333334,9,1,mobile app development,android firebase uiux mobile flutter swift react native objectivec,analytics project teamwork project,ios developer flutter developer android developer,partial
85,0.6666666666666666,0,1,mobile app development,android kotlin uiux mobile critical thinking swift problem solving react native objectivec app store mobile testing,analytics project firebase project,,no_fit
93,1.0,5,1,networking,lanwlan vpn routing firewall packet analysis cisco network monitoring critical thinking dns tcpip switching dhcp,router project firewall project,network analyst network engineer network engineer,fit
58,0.9,4,1,digital marketing,email marketing content marketing ppc google analytics marketing strategy analytics seo problem solving ads sem,critical thinking project campaign project,seo specialist digital marketer digital marketer,no_fit
61,0.8,0,1,digital marketing,social media content marketing ppc marketing strategy analytics seo ads sem,content project,,no_fit
92,0.9166666666666666,2,1,database administration,backup sql server teamwork database design oracle mongodb mysql critical thinking replication nosql postgresql performance tuning data warehousing,schema design project teamwork project,database engineer,fit
95,0.5,0,1,blockchain,remix ethereum defi web3 solidity,dapp project problem solving project,,no_fit
69,1.0,3,0,cloud computing,serverless aws gcp cloud security terraform scaling teamwork kubernetes monitoring docker cicd pipelines azure load balancing,problem solving project,cloud engineer devops engineer,no_fit
88,0.7777777777777778,6,1,business analysis,scrum uml documentation process modeling stakeholder management teamwork requirements gathering agile,analysis project,product analyst requirements engineer,fit
88,0.8461538461538461,1,0,uiux design,user research ux interaction design user testing adobe xd design sketch problem solving persona figma visual design prototype communication,teamwork project communication project,ux designer,partial
65,0.9166666666666666,0,1,database administration,backup sql server teamwork database design query optimization oracle mongodb critical thinking replication nosql postgresql performance tuning data warehousing,backup project,,no_fit
70,0.9166666666666666,0,1,database administration,backup sql server data warehousing teamwork database design query optimization oracle mysql replication nosql postgresql mongodb,query project,,no_fit
73,0.5384615384615384,0,1,uiux design,user research ux journey mapping user testing critical thinking problem solving figma visual design prototype,research project,,no_fit
85,0.6,0,1,blockchain,truffle smart contracts teamwork cryptography defi problem solving web3 solidity,crypto project,,suggest
78,0.8333333333333334,1,0,cybersecurity,siem incident response linux penetration testing cryptography forensics risk management vulnerability assessment security auditing firewall,communication project,security analyst,partial
79,1.0,3,1,business analysis,scrum uml process modeling documentation data analysis stakeholder management teamwork requirements gathering problem solving agile business process,requirement project business project,business analyst,partial
69,1.0,6,1,business analysis,scrum uml process modeling documentation data analysis stakeholder management requirements gathering agile business process,gap analysis project critical thinking project,systems analyst business analyst product analyst,suggest
83,0.8888888888888888,4,1,business analysis,scrum uml process modeling data analysis stakeholder management requirements gathering problem solving agile business process,gap analysis project process project,business analyst requirements engineer,fit
93,0.4615384615384615,6,1,artificial intelligence,scikitlearn reinforcement learning cv critical thinking problem solving nlp deep learning gan,critical thinking project object detection project,deep learning engineer ai engineer,fit
95,0.5,0,0,robotics,control systems mechanical design embedded systems c arduino,problem solving project,,no_fit
77,0.6666666666666666,1,1,cloud computing,serverless aws gcp cloud security terraform kubernetes cicd pipelines azure,orchestration project,cloud architect,partial
82,0.7777777777777778,2,1,technical writing,documentation editing guidelines teamwork manuals critical thinking reports content creation technical manuals,documentation project,documentation specialist,fit
92,1.0,3,1,database administration,backup data warehousing sql server database design query optimization oracle mysql replication nosql postgresql performance tuning mongodb,schema design project,dba specialist,fit
63,0.6153846153846154,0,1,uiux design,journey mapping user testing interaction design design sketch figma visual design prototype,prototype project,,no_fit
61,0.5555555555555556,0,1,quality assurance,manual testing performance testing qa selenium teamwork jenkins,test scripts project,,no_fit
86,1.0,0,1,mobile app development,xamarin android kotlin push notification firebase uiux mobile swift flutter react native objectivec app store mobile testing,push notification project,,no_fit
88,1.0,8,1,robotics,automation control systems mechanical design embedded systems robotics c critical thinking problem solving arduino robot programming sensors ros,simulation project,robot programmer mechatronics engineer control systems engineer,fit
74,0.9166666666666666,0,1,database administration,backup sql server data warehousing database design oracle mysql mongodb critical thinking nosql postgresql performance tuning replication,optimization project teamwork project,,no_fit
89,1.0,2,1,business analysis,uml scrum documentation process modeling data analysis stakeholder management requirements gathering agile business process,requirement project report project,product analyst process consultant,fit
83,0.5833333333333334,0,1,cybersecurity,incident response cryptography penetration testing critical thinking forensics ethical hacking security auditing firewall communication,encryption project,,suggest
83,0.5,5,1,robotics,automation control systems mechanical design teamwork embedded systems sensors communication,automation project problem solving project,embedded systems engineer embedded systems engineer embedded systems engineer,fit
87,0.7,2,1,blockchain,smart contracts remix ethereum teamwork critical thinking defi web3 nfts solidity,crypto project,blockchain engineer,fit
84,0.7692307692307693,0,1,artificial intelligence,scikitlearn tensorflow reinforcement learning computer vision cv rnn keras deep learning gan cnn,text processing project,,suggest
81,1.0,0,1,cloud computing,serverless cloud security aws gcp terraform scaling kubernetes monitoring docker cicd pipelines azure load balancing,serverless project deployment project,,suggest
85,0.5454545454545454,5,1,networking,dhcp routing packet analysis network monitoring switching firewall,switch project vpn project,network analyst network administrator network administrator,fit
87,0.6,3,1,blockchain,truffle smart contracts remix teamwork cryptography critical thinking dapps solidity,smart contract project critical thinking project,blockchain developer dapp developer,fit
55,0.6,3,0,digital marketing,email marketing ppc google analytics marketing strategy analytics ads,problem solving project,digital marketer content strategist sem specialist,no_fit
71,0.7272727272727273,3,1,networking,lanwlan dhcp routing packet analysis cisco tcpip switching firewall,router project,network analyst network analyst,partial
78,0.7,5,1,robotics,automation control systems mechanical design embedded systems arduino robot programming ros,critical thinking project automation project,embedded systems engineer embedded systems engineer control systems engineer,partial
75,0.625,3,1,product management,roadmap stakeholder management teamwork requirements gathering prioritization problem solving agile,critical thinking project launch project,project manager,partial
95,0.4444444444444444,3,1,augmented reality  virtual reality,3d animation ar critical thinking unreal engine problem solving unity,simulation project augmented project,immersive experience designer,fit
87,1.0,3,1,devops,automation aws cicd ansible terraform jenkins kubernetes monitoring docker scripting azure git,automation project communication project,automation specialist release manager infrastructure engineer,fit
84,0.9,3,1,blockchain,smart contracts truffle remix ethereum cryptography defi dapps communication nfts solidity,decentralized project critical thinking project,dapp developer,fit
92,0.5833333333333334,0,0,cybersecurity,vulnerability assessment incident response network security linux forensics ethical hacking security auditing,critical thinking project,,no_fit
95,0.9230769230769232,1,1,data science,python numpy scikitlearn data visualization pandas statistics matplotlib feature engineering r sql deep learning etl,data project clustering project,data scientist,partial
79,0.9166666666666666,3,1,cloud computing,serverless cloud security gcp aws terraform scaling monitoring docker cicd pipelines problem solving azure load balancing,virtual machines project load balancing project,cloud architect site reliability engineer,partial
95,0.9230769230769232,5,1,data science,python scikitlearn data visualization machine learning statistics pandas feature engineering matplotlib critical thinking r problem solving sql deep learning etl,clustering project regression project,analytics consultant data scientist data analyst,fit
95,0.75,0,1,product management,scrum market research stakeholder management requirements gathering prioritization problem solving agile,teamwork project release project,,suggest
60,0.7777777777777778,0,0,technical writing,writing documentation editing guidelines manuals critical thinking reports research communication,problem solving project,,suggest
93,0.8,2,1,blockchain,truffle smart contracts ethereum teamwork cryptography defi web3 nfts solidity,dapp project token project,blockchain engineer web3 engineer,fit
81,1.0,4,0,robotics,automation control systems mechanical design embedded systems robotics c arduino robot programming sensors ros,communication project,control systems engineer robot programmer robotics engineer,fit
90,0.6923076923076923,0,1,data science,numpy scikitlearn data visualization machine learning pandas statistics matplotlib critical thinking r problem solving etl,report project,,suggest
92,1.0,0,1,technical writing,writing documentation editing guidelines teamwork manuals reports content creation research technical manuals,guides project,,suggest
79,0.7692307692307693,3,1,uiux design,ux journey mapping user testing interaction design teamwork wireframe design persona figma visual design prototype,ux project,interaction designer,partial
77,0.6153846153846154,2,1,data science,numpy data visualization machine learning statistics matplotlib r problem solving sql deep learning communication,data project,ml engineer,partial
78,0.9166666666666666,3,1,devops,automation aws cicd terraform jenkins kubernetes monitoring docker scripting azure git communication,scaling project,build engineer,partial
70,0.6,0,0,digital marketing,email marketing social media ppc teamwork seo problem solving ads sem,problem solving project,,no_fit
74,0.7,1,1,digital marketing,email marketing content marketing ppc google analytics analytics seo problem solving ads,leads project communication project,seo specialist,partial
81,0.4615384615384615,1,1,data science,scikitlearn data visualization statistics matplotlib critical thinking r deep learning,regression project analysis project,data analyst,partial
70,0.6666666666666666,0,1,technical writing,documentation editing manuals reports content creation technical manuals,guides project problem solving project,,suggest
75,0.9166666666666666,6,0,database administration,backup data warehousing sql server teamwork database design query optimization mongodb mysql problem solving nosql postgresql performance tuning replication,critical thinking project,database engineer db engineer database engineer,partial
65,0.9166666666666666,6,1,mobile app development,xamarin android kotlin firebase uiux mobile swift flutter react native objectivec app store mobile testing,push notification project,mobile app engineer ios developer mobile software engineer,no_fit
94,0.75,6,1,product management,scrum roadmap stakeholder management teamwork requirements gathering prioritization agile,market project,program manager project manager associate product manager,fit
66,1.0,3,0,web development,graphql html redux angular javascript teamwork nodejs nextjs express css bootstrap react typescript vue sass communication,critical thinking project critical thinking project,fullstack engineer,no_fit
67,0.8333333333333334,5,1,cloud computing,aws gcp cloud security terraform scaling kubernetes monitoring docker problem solving azure communication load balancing,scaling project automation project,cloud administrator cloud administrator cloud engineer,no_fit
77,0.6666666666666666,7,1,cybersecurity,siem incident response network security cryptography forensics ethical hacking security auditing firewall,intrusion project intrusion project,ethical hacker security consultant ethical hacker,partial
83,0.4545454545454545,3,1,networking,lanwlan vpn packet analysis cisco firewall,critical thinking project switch project,network engineer,fit
79,0.5555555555555556,1,0,business analysis,uml process modeling data analysis stakeholder management communication business process,teamwork project,systems analyst,partial
67,0.5555555555555556,5,1,quality assurance,manual testing test cases qa selenium bug tracking,integration project,sdet quality analyst sdet,no_fit
69,0.4444444444444444,0,1,technical writing,documentation editing teamwork manuals reports,documentation project,,suggest
94,0.5555555555555556,5,1,game development,c shader programming critical thinking unreal engine blender game design,animation project graphics project,gameplay programmer graphics programmer,fit
87,0.6666666666666666,6,1,game development,c graphics programming game physics unreal engine blender unity,animation project,unity developer game designer graphics programmer,fit
82,1.0,3,0,augmented reality  virtual reality,c vr 3d animation shader programming ar interaction design critical thinking 3d modeling unreal engine unity communication,communication project critical thinking project,immersive experience designer,fit
75,0.6666666666666666,8,1,augmented reality  virtual reality,c vr ar interaction design unreal engine unity,teamwork project 3d environment project,arvr developer immersive experience designer xr engineer,partial
92,0.6,2,1,robotics,automation control systems mechanical design embedded systems critical thinking ros sensors communication,robot project control project,automation engineer mechatronics engineer,fit
75,0.9166666666666666,9,1,cybersecurity,siem incident response network security linux penetration testing cryptography problem solving forensics risk management ethical hacking security auditing firewall,incident response project critical thinking project,security analyst security consultant security consultant,partial
95,1.0,0,1,data science,python numpy scikitlearn data visualization machine learning teamwork statistics pandas feature engineering matplotlib critical thinking r sql deep learning etl,classification project report project,,suggest
67,0.8333333333333334,3,0,cloud computing,serverless gcp aws cloud security scaling monitoring kubernetes docker azure communication load balancing,teamwork project,infrastructure engineer devops engineer,no_fit
85,0.5,0,1,product management,roadmap stakeholder management requirements gathering analytics,planning project,,suggest
88,0.6,0,1,robotics,automation control systems mechanical design teamwork robotics c ros,sensors project,,suggest
81,0.6666666666666666,4,0,database administration,sql server database design query optimization oracle mysql nosql postgresql replication,teamwork project,database administrator dba specialist,fit
83,0.4615384615384615,4,1,data science,python numpy scikitlearn machine learning r sql,regression project,analytics consultant data engineer,fit
68,1.0,3,0,cloud computing,serverless aws gcp cloud security terraform scaling monitoring kubernetes docker cicd pipelines azure load balancing,teamwork project,devops engineer cloud consultant site reliability engineer,no_fit
91,0.5555555555555556,3,1,technical writing,writing documentation teamwork manuals reports content creation,guides project,instructional designer instructional designer,fit
61,0.5555555555555556,7,1,quality assurance,test cases qa selenium jenkins critical thinking cypress communication,problem solving project integration project,sdet test automation engineer software tester,no_fit
82,0.9166666666666666,2,0,mobile app development,xamarin android kotlin firebase uiux mobile flutter swift react native objectivec app store mobile testing,problem solving project,react native developer,fit
82,0.4444444444444444,0,1,technical writing,writing guidelines teamwork research technical manuals,instructions project guides project,,no_fit
86,0.7,3,1,blockchain,smart contracts cryptography defi dapps web3 nfts solidity,ledger project smart contract project,blockchain developer,fit
86,0.6666666666666666,2,1,business analysis,process modeling documentation data analysis stakeholder management requirements gathering critical thinking agile,teamwork project report project,business analyst,fit
90,0.6153846153846154,5,0,data science,numpy scikitlearn machine learning teamwork statistics feature engineering critical thinking r sql etl,critical thinking project,analytics consultant data engineer data analyst,fit
83,0.8333333333333334,2,1,cybersecurity,teamwork siem incident response network security cryptography penetration testing problem solving forensics risk management ethical hacking security auditing firewall,firewall configuration project threat analysis project,information security specialist,fit
82,0.75,2,1,product management,roadmap stakeholder management requirements gathering prioritization analytics problem solving agile,roadmap project,project manager,fit
88,0.7777777777777778,0,1,quality assurance,manual testing test cases qa test automation selenium teamwork bug tracking critical thinking cypress,test scripts project,,no_fit
94,0.75,5,0,cloud computing,serverless gcp cloud security aws teamwork scaling monitoring kubernetes docker problem solving azure,critical thinking project,cloud architect infrastructure engineer,fit
86,0.8461538461538461,4,1,artificial intelligence,scikitlearn reinforcement learning cv computer vision rnn ml pipelines problem solving keras nlp deep learning gan cnn,image recognition project classification project,ai consultant deep learning engineer,fit
83,1.0,3,1,game development,c shader programming graphics programming game physics critical thinking unreal engine blender game design ai unity,teamwork project level project,gameplay programmer level designer game developer,fit
77,0.75,1,1,product management,scrum market research roadmap stakeholder management requirements gathering critical thinking agile communication,product project,associate product manager,partial
78,0.5833333333333334,6,1,database administration,backup database design oracle replication problem solving postgresql performance tuning mongodb communication,problem solving project tuning project,database administrator dba specialist db engineer,partial
83,0.9166666666666666,0,1,database administration,backup sql server data warehousing database design query optimization oracle replication nosql postgresql performance tuning mongodb communication,schema design project teamwork project,,no_fit
79,0.9285714285714286,0,1,web development,graphql html redux angular javascript nodejs express nextjs css bootstrap typescript vue sass communication,dashboard project,,no_fit
86,1.0,0,1,mobile app development,xamarin android kotlin firebase push notification uiux mobile flutter swift react native objectivec app store mobile testing,mobile game project payment project,,no_fit
77,1.0,4,1,cloud computing,serverless aws gcp cloud security terraform scaling kubernetes monitoring docker cicd pipelines azure load balancing,scaling project,cloud administrator infrastructure engineer,partial
85,0.6428571428571429,0,1,web development,graphql html javascript nodejs nextjs critical thinking css bootstrap typescript sass,portal project api project,,no_fit
61,0.6153846153846154,0,1,uiux design,ux journey mapping adobe xd wireframe design persona figma prototype communication,journey map project,,no_fit
72,0.6,0,1,blockchain,smart contracts ethereum teamwork defi problem solving dapps web3 solidity,ledger project teamwork project,,no_fit
79,0.7,6,1,blockchain,truffle smart contracts remix ethereum critical thinking defi dapps nfts communication,transaction project problem solving project,blockchain developer blockchain engineer,partial
90,0.9285714285714286,5,0,web development,graphql html redux angular javascript teamwork nextjs express nodejs css bootstrap problem solving react vue sass,problem solving project,javascript developer javascript developer web developer,fit
66,0.8888888888888888,0,1,business analysis,scrum uml process modeling documentation data analysis teamwork requirements gathering communication agile business process,workflow project requirement project,,suggest
84,0.7692307692307693,4,1,artificial intelligence,scikitlearn tensorflow teamwork reinforcement learning computer vision ml pipelines pytorch nlp deep learning communication gan cnn,vision project,ai engineer research scientist,fit
87,0.5384615384615384,3,1,data science,python data visualization machine learning pandas feature engineering deep learning etl,data project report project,data scientist,fit
68,0.6153846153846154,3,1,uiux design,ux user testing interaction design wireframe persona figma visual design prototype,user testing project usability project,ux designer experience designer,suggest
80,0.5833333333333334,0,1,cybersecurity,siem incident response network security ethical hacking linux critical thinking vulnerability assessment firewall,malware project intrusion project,,suggest
71,0.7,0,1,robotics,automation teamwork embedded systems robotics arduino communication robot programming sensors ros,problem solving project navigation project,,suggest
71,0.9166666666666666,0,0,devops,automation aws cicd ansible terraform jenkins monitoring kubernetes docker azure git communication,problem solving project,,suggest
76,0.6666666666666666,0,1,mobile app development,xamarin kotlin firebase uiux mobile flutter problem solving objectivec app store mobile testing,ui testing project communication project,,no_fit
66,0.4444444444444444,4,0,game development,c blender shader programming game physics,teamwork project teamwork project,unity developer graphics programmer,no_fit
63,0.5454545454545454,0,1,networking,lanwlan firewall critical thinking dns network monitoring switching dhcp communication,protocol project switch project,,no_fit
76,0.7777777777777778,1,0,quality assurance,manual testing test cases performance testing qa selenium jenkins cypress,problem solving project,qa analyst,partial
81,0.4615384615384615,3,1,artificial intelligence,tensorflow rnn pytorch nlp deep learning gan communication,classification project,ml engineer nlp engineer computer vision engineer,fit
77,1.0,1,1,cybersecurity,siem incident response ethical hacking network security linux penetration testing cryptography critical thinking problem solving forensics risk management vulnerability assessment security auditing firewall,critical thinking project threat analysis project,security consultant,partial
65,0.5,0,1,web development,graphql redux angular javascript nodejs react sass,ui project,,no_fit
72,0.8333333333333334,5,1,cybersecurity,siem incident response network security linux penetration testing critical thinking forensics risk management vulnerability assessment security auditing firewall,malware project incident response project,penetration tester penetration tester,partial
87,0.4615384615384615,8,1,artificial intelligence,cv ml pipelines computer vision pytorch gan cnn,nlp project,research scientist computer vision engineer deep learning engineer,fit
70,0.8461538461538461,3,1,uiux design,ux journey mapping interaction design user testing adobe xd wireframe design sketch persona figma prototype communication,teamwork project prototype project,visual designer,partial
74,0.7777777777777778,2,1,game development,c shader programming teamwork graphics programming game physics unreal engine game design ai communication,character project communication project,game designer level designer,partial
88,0.9230769230769232,5,1,data science,numpy scikitlearn data visualization machine learning pandas statistics feature engineering matplotlib r sql deep learning etl communication,clustering project pipeline project,ai researcher ml engineer,fit
93,0.5384615384615384,0,1,data science,python scikitlearn data visualization teamwork statistics feature engineering r sql communication,prediction project,,suggest
87,0.5833333333333334,0,0,mobile app development,android kotlin push notification firebase swift flutter problem solving app store,problem solving project critical thinking project,,no_fit
77,0.7692307692307693,8,1,artificial intelligence,tensorflow computer vision ml pipelines rnn cv pytorch problem solving keras nlp gan cnn,teamwork project text processing project,ml engineer ai engineer computer vision engineer,partial
74,0.8333333333333334,3,0,database administration,backup sql server query optimization oracle mongodb critical thinking replication problem solving nosql postgresql performance tuning data warehousing,teamwork project problem solving project,data architect,partial
84,0.9,4,1,digital marketing,email marketing social media content marketing ppc google analytics marketing strategy analytics critical thinking ads sem,social media project,social media manager digital marketer,fit
94,0.7,5,1,blockchain,smart contracts remix ethereum defi dapps web3 nfts communication,crypto project,blockchain developer web3 engineer,fit
89,0.5555555555555556,7,1,quality assurance,manual testing qa teamwork jenkins bug tracking cypress,communication project automation project,qa engineer qa analyst sdet,fit
70,0.5833333333333334,0,1,cybersecurity,ethical hacking cryptography linux penetration testing forensics vulnerability assessment firewall,pentest project intrusion project,,suggest
89,0.6666666666666666,0,1,cybersecurity,incident response network security ethical hacking linux penetration testing critical thinking forensics vulnerability assessment security auditing,communication project malware project,,no_fit
90,0.5833333333333334,3,1,cloud computing,serverless cloud security aws teamwork scaling monitoring kubernetes docker,teamwork project automation project,cloud engineer cloud administrator,fit
68,1.0,0,1,mobile app development,xamarin android kotlin push notification firebase uiux mobile critical thinking swift flutter problem solving react native objectivec app store mobile testing,firebase project,,no_fit
88,1.0,5,1,business analysis,uml scrum process modeling documentation data analysis stakeholder management requirements gathering agile business process,requirement project workflow project,requirements engineer requirements engineer requirements engineer,fit
69,0.4444444444444444,2,1,augmented reality  virtual reality,3d animation unreal engine 3d modeling shader programming,simulation project,immersive experience designer,suggest
85,0.75,3,1,cloud computing,aws gcp cloud security terraform scaling teamwork monitoring cicd pipelines problem solving azure load balancing,serverless project automation project,cloud architect cloud consultant,fit
87,1.0,2,1,digital marketing,email marketing social media content marketing ppc google analytics marketing strategy analytics seo ads sem,content project campaign project,sem specialist,fit
87,0.6,2,1,digital marketing,social media ppc google analytics marketing strategy analytics ads,teamwork project branding project,marketing analyst,fit
63,1.0,4,1,technical writing,writing documentation editing guidelines manuals reports problem solving content creation research technical manuals,user manuals project,content writer technical writer,suggest
85,1.0,0,1,web development,graphql html redux angular javascript nextjs express nodejs css bootstrap problem solving react typescript vue sass communication,ui project form project,,no_fit
79,0.5,1,1,product management,market research roadmap requirements gathering prioritization communication,market project,product manager,partial
60,0.6666666666666666,0,1,technical writing,writing editing teamwork manuals reports content creation communication technical manuals,technical docs project problem solving project,,no_fit
87,0.4444444444444444,8,1,augmented reality  virtual reality,vr shader programming interaction design critical thinking unreal engine communication,experience project teamwork project,ar developer xr engineer arvr developer,fit
84,0.8181818181818182,3,0,networking,lanwlan vpn routing firewall packet analysis cisco problem solving tcpip switching dhcp communication,problem solving project,system administrator network analyst,fit
77,0.8461538461538461,0,1,artificial intelligence,scikitlearn tensorflow reinforcement learning computer vision ml pipelines rnn critical thinking pytorch problem solving keras nlp deep learning gan,nlp project,,suggest
77,0.4545454545454545,0,1,networking,routing dns tcpip switching firewall communication,switch project configuration project,,suggest
85,0.9166666666666666,0,0,devops,automation aws cicd ansible terraform jenkins kubernetes monitoring scripting azure git,problem solving project,,suggest
85,1.0,6,1,technical writing,writing documentation editing guidelines teamwork manuals critical thinking reports content creation research technical manuals,instructions project,technical writer instructional designer documentation specialist,fit
95,0.5555555555555556,2,1,business analysis,documentation data analysis requirements gathering communication agile business process,analysis project,systems analyst,fit
85,0.8461538461538461,0,1,data science,python numpy data visualization machine learning teamwork pandas statistics matplotlib critical thinking r sql deep learning etl,data project classification project,,suggest
66,0.5,3,1,mobile app development,xamarin push notification firebase react native app store mobile testing,login project,flutter developer mobile software engineer,no_fit
80,0.7692307692307693,3,1,artificial intelligence,scikitlearn teamwork reinforcement learning computer vision ml pipelines cv rnn critical thinking keras deep learning gan cnn,image recognition project,research scientist,fit
92,0.5,0,1,robotics,automation control systems robotics c problem solving ros communication,automation project navigation project,,suggest
84,0.5,1,0,digital marketing,social media content marketing google analytics analytics seo,critical thinking project,content strategist,partial
91,0.7777777777777778,6,1,technical writing,documentation editing manuals critical thinking reports content creation research technical manuals,manuals project problem solving project,technical author technical writer documentation specialist,fit
78,0.6923076923076923,2,0,artificial intelligence,scikitlearn tensorflow reinforcement learning computer vision ml pipelines rnn cv pytorch gan,problem solving project teamwork project,deep learning engineer nlp engineer,partial
74,0.8333333333333334,0,1,mobile app development,xamarin android firebase push notification uiux mobile swift flutter objectivec app store mobile testing,push notification project push notification project,,no_fit
85,0.5,0,1,web development,redux angular teamwork nextjs express nodejs typescript sass,portal project,,no_fit
88,1.0,2,0,blockchain,smart contracts truffle remix ethereum teamwork cryptography defi problem solving dapps web3 nfts solidity,teamwork project,dapp developer dapp developer,fit
91,0.6153846153846154,0,1,uiux design,user research user testing interaction design journey mapping design persona visual design prototype,critical thinking project design system project,,suggest
87,0.7272727272727273,0,1,networking,lanwlan vpn routing teamwork packet analysis cisco dns network monitoring dhcp communication,vpn project firewall project,,no_fit
88,0.7,7,1,robotics,automation control systems c critical thinking problem solving arduino robot programming sensors ros,control project manipulation project,automation engineer control systems engineer robot programmer,fit
91,0.6153846153846154,0,1,data science,python scikitlearn data visualization pandas statistics feature engineering deep learning etl,dashboard project problem solving project,,suggest
95,0.6666666666666666,3,0,cybersecurity,siem network security linux penetration testing forensics risk management ethical hacking firewall,communication project problem solving project,penetration tester,fit
61,0.5384615384615384,3,1,uiux design,user research user testing interaction design design sketch visual design prototype,research project,experience designer,no_fit
81,0.7142857142857143,5,1,web development,graphql redux javascript nextjs nodejs express css bootstrap problem solving vue sass,ui project frontend project,ui developer frontend developer javascript developer,fit
67,0.9,0,1,digital marketing,email marketing content marketing ppc google analytics marketing strategy analytics seo critical thinking ads communication sem,traffic project,,suggest
95,0.75,0,0,database administration,sql server data warehousing database design query optimization oracle mysql nosql performance tuning replication,critical thinking project,,no_fit
67,0.5,3,1,web development,teamwork nodejs express nextjs css typescript vue sass communication,login project login project,javascript developer,no_fit
73,0.5833333333333334,2,1,mobile app development,xamarin android kotlin push notification flutter problem solving objectivec app store,login project,mobile app engineer,partial
91,0.5384615384615384,0,1,artificial intelligence,tensorflow ml pipelines pytorch keras deep learning communication gan cnn,chatbot project,,suggest
73,0.5384615384615384,8,0,data science,python numpy scikitlearn machine learning pandas r deep learning,teamwork project,analytics consultant data scientist analytics consultant,partial
89,0.5,0,1,web development,html nextjs express css bootstrap typescript sass communication,website project,,no_fit
78,1.0,0,0,game development,c shader programming graphics programming game physics critical thinking unreal engine blender game design problem solving ai unity,teamwork project,,suggest
82,0.8888888888888888,2,1,business analysis,uml scrum process modeling documentation data analysis stakeholder management critical thinking agile business process,business project requirement project,product analyst,fit
88,0.8333333333333334,2,1,mobile app development,android kotlin firebase push notification uiux mobile swift flutter react native objectivec app store,analytics project ui testing project,flutter developer,fit
81,0.6666666666666666,1,1,cloud computing,serverless aws cloud security gcp terraform scaling kubernetes cicd pipelines problem solving communication,deployment project,cloud architect,partial
